Book Id	Title	Sort Character	Primary Author	Primary Author Role	Secondary Author	Secondary Author Roles	Publication	Date	Review	Rating	Comment	Private Comment	Summary	Media	Physical Description	Weight	Height	Thickness	Length	Dimensions	Page Count	LCCN	Acquired	Date Started	Date Read	Barcode	BCID	Tags	Collections	Languages	Original Languages	LC Classification	ISBN	ISBNs	Subjects	Dewey Decimal	Dewey Wording	Other Call Number	Copies	Source	Entry Date	From Where	OCLC	Work id	Lending Patron	Lending Status	Lending Start	Lending End
203704295	DARK MISSION: The Secret History of NASA	1	Hoagland, Richard C.	Author			FERAL HOUSE (2007), Edition: CONTR, 550 pages	2007		2			DARK MISSION: The Secret History of NASA by Richard C. Hoagland (2007)	Paperback		1.8 pounds	8.8 inches	1.3 inches	6 inches	8.8 x 6 x 1.3 inches	550 								Your library	English	English	TL521 .H58	[1932595260]	1932595260, 9781932595260		500	General Science > General Science > Natural sciences and mathematics		1	amazon.com books	[2021-07-30]			4294102				
203704296	Sync	1	Strogatz, Steven	Author			Hyperion- Acquired Assets (2004), Edition: Reprint, 351 pages	2004					Sync by Steven Strogatz (2004)	Paperback	8 inches	0.63 pounds	8 inches	0.88 inches	5.25 inches	8 x 5.25 x 0.88 inches	352 								Your library	English	English	Q172.S96 S87	[0786887214]	0786887214, 9780786887217	Self-organizing systems|Synchronization	003.7	Computing and Information > Information > Kinds Of Systems > Systems Theory		1	amazon.com books	[2021-07-30]			12264				
203704298	The Holographic Universe	5	Talbot, Michael	Author			Harper Perennial (1992), Edition: Reprint, 338 pages	1992		5			The Holographic Universe by Michael Talbot (1992)	Paperback		0.65 pounds	7.9 inches	0.9 inches	5.2 inches	7.9 x 5.2 x 0.9 inches	338 								Your library	English	English	QC449 .T35	[0060922583]	0060922583, 9780060922580	Holography > Philosophy|Mysticism|Neurophysiology|Physics > Philosophy|Reality	530	Natural sciences and mathematics > Physics > Physics		1	amazon.com books	[2021-07-30]			27785				
203704300	The Orgone Accumulator Handbook: Wilhelm Reich's Life-Energy Discoveries and Healing Tools for the 21st Century, with Construction Plans	5	DeMeo, James	Author			Natural Energy Works (2010), Edition: 3rd Revised and Expanded Edition, 262 pages	2010		4			The Orgone Accumulator Handbook: Wilhelm Reich's Life-Energy Discoveries and Healing Tools for the 21st Century, with Construction Plans by James DeMeo (2010)	Paperback	8.5 inches	0.67902376696 pounds	8.5 inches	0.55 inches	5.5 inches	8.5 x 5.5 x 0.55 inches	262 								Your library	English	English	RZ460 .D46	[0980231639]	0980231639, 9780980231632	Orgonomy > Instruments > Design and construction	615.85	Medicine and health > Miscellaneous therapies > Pharmacology and therapeutics > Specific therapies and kinds of therapies > Technology and Application of Knowledge		1	amazon.com books	[2021-07-30]			596388				
203704301	Heretic's Notebook: Emotions, Protocells, Ether-Drift and Cosmic Life-Energy, with New Research Supporting Wilhelm Reich	1	DeMeo, James	Editor			Natural Energy Works (2011), Edition: Illustrated, 274 pages	2011		4			Heretic's Notebook: Emotions, Protocells, Ether-Drift and Cosmic Life-Energy, with New Research Supporting Wilhelm Reich by James DeMeo (2011)	Paperback	11 inches	1.41757234466 pounds	11 inches	0.58 inches	8.5 inches	11 x 8.5 x 0.58 inches									Your library	English	English		[0980231655]	0980231655, 9780980231656					1	amazon.com books	[2021-07-30]			6765908				
203704302	Deschooling Society: Social Questions	1	Illich, Ivan	Auteur			Marion Boyars Publishers Ltd (1995), Edition: New edition, 116 pages	1995		4			Deschooling Society: Social Questions by Ivan Illich (1995)	Paperback	7.8 inches	0.35 pounds	7.8 inches	0.4 inches	5.1 inches	7.8 x 5.1 x 0.4 inches	150 								Your library	English	English	LA210 .I4	[0714508799]	0714508799, 9780714508795	Education|Education > United States|Educational sociology > United States	301	Social Sciences > Social sciences > Sociology, Anthropology		1	amazon.com books	[2021-07-30]			165351				
203704305	The Underground History of American Education, Volume I: An Intimate Investigation Into the Prison of Modern Schooling	5	Gatto, John Taylor	Author			Valor Academy (2017), 300 pages	2017		5			The Underground History of American Education, Volume I: An Intimate Investigation Into the Prison of Modern Schooling by John Taylor Gatto (2017)	Paperback	9 inches	0.89 pounds	9 inches	0.68 inches	6 inches	9 x 6 x 0.68 inches									Your library	English	English	LA205	[0998919101]	0998919101, 9780998919102	Education > Aims and objectives > History|Education > Evaluation|Education > Experimental methods > History|Education > History|Education > Philosophy|Education > Social aspects > United States|Education > United States > History|Education > United States. > Social aspects|Education and State > United States|Education and state > United States	370.973	Education > Education > History, geographic treatment, biography > North America > Social sciences > United States		1	amazon.com books	[2021-07-30]			167797				
203704306	The Underground History of American Education: A School Teacher's Intimate Investigation Into the Problem of Modern Schooling	5	Gatto, John Taylor	Author			Odysseus Group (2000), 412 pages	2000		5			The Underground History of American Education: A School Teacher's Intimate Investigation Into the Problem of Modern Schooling by John Taylor Gatto (2000)	Paperback	11 inches	2.9 pounds	11 inches	1.25 inches	8.75 inches	11 x 8.75 x 1.25 inches	412 								Your library	English	English	LA205	[0945700040]	0945700040, 9780945700043	Education > Aims and objectives > History|Education > Evaluation|Education > Experimental methods > History|Education > History|Education > Philosophy|Education > Social aspects > United States|Education > United States > History|Education > United States. > Social aspects|Education and State > United States|Education and state > United States	370.973	Education > Education > History, geographic treatment, biography > North America > Social sciences > United States		1	amazon.com books	[2021-07-30]			167797				
203704308	How Buildings Learn: What Happens After They're Built	1	Brand, Stewart	Author			Penguin Books (1995), Edition: Reprint, 256 pages	1995					How Buildings Learn: What Happens After They're Built by Stewart Brand (1995)	Paperback	10.76 x 8.45 inches	1.79 pounds	8.45 inches	0.67 inches	10.76 inches	8.45 x 10.76 x 0.67 inches	252 								Your library	English	English	NA2542 .B73	[0140139966]	0140139966, 9780140139969	Architectural design|Architecture > Human factors|Architecture and philosophy|Buildings > Performance|Buildings > Utilization	720	Architecture > Architecture - modified standard subdivisions > The arts		1	amazon.com books	[2021-07-30]			3636				
203704310	Creating a Life Together: Practical Tools to Grow Ecovillages and Intentional Communities	1	Christian, Diana Leafe	Author			New Society Publishers (2003), 272 pages	2003					Creating a Life Together: Practical Tools to Grow Ecovillages and Intentional Communities by Diana Leafe Christian (2003)	Paperback	9 inches	1.12215291358 pounds	9 inches	0.7 inches	7.25 inches	9 x 7.25 x 0.7 inches	272 								Your library	English	English	HM766 .C57	[0865714711]	0865714711, 9780865714717		335.9	Biography And History > Economics > Social sciences > Socialism and related systems		1	amazon.com books	[2021-07-30]			364471				
203704313	Communities Directory: Guide to Cooperative Living	1	Community, Fellowship for Intentional	Author			Fellowship for Intentional Community (2016), Edition: 7, 608 pages	2016		4			Communities Directory: Guide to Cooperative Living by Fellowship for Intentional Community (2016)	Paperback	11 inches	3.07 pounds	11 inches	1.37 inches	8.5 inches	11 x 8.5 x 1.37 inches									Your library	English	English	HX652	[0971826498]	0971826498, 9780971826496		307	Communities > Social Sciences > Social sciences		1	amazon.com books	[2021-07-30]			3465801				
203704315	Dolphin Connection: Interdimensional Ways of Living	1	Ocean, Joan	Author			Dolphin Connection (1989), Edition: First Edition, 144 pages	1989					Dolphin Connection: Interdimensional Ways of Living by Joan Ocean (1989)	Paperback	8.75 inches	0.44974301448 pounds	8.75 inches	0.25 inches	6.25 inches	8.75 x 6.25 x 0.25 inches									Your library	English	English		[0949679100]	0949679100, 9780949679109		133	Parapsychology And Occultism > Philosophy and Psychology > Specific Topics		1	amazon.com books	[2021-07-30]			4864820				
203704316	Neither Wolf nor Dog: On Forgotten Roads with an Indian Elder	1	Nerburn, Kent	Author			New World Library (2002), Edition: 2nd, 304 pages	2002		5			Neither Wolf nor Dog: On Forgotten Roads with an Indian Elder by Kent Nerburn (2002)	Paperback	8.5 inches	0.85098433132 pounds	8.5 inches	1.25 inches	5.5 inches	8.5 x 5.5 x 1.25 inches	304 								Your library	English	English	E99.D1 D345	[1577312333]	1577312333, 9781577312338	Dakota Indians > Biography|Dakota Indians > Social life and customs|Dakota philosophy|Dan, 1915-	978.0049752	Dakota, Lakota, And Nakota > Ethnic And National Groups > Great Plains Tribes > History and Geography > North America > Western U.S.		1	amazon.com books	[2021-07-30]			371298				
203704317	Magical Passes: The Practical Wisdom of the Shamans of Ancient Mexico	1	Castaneda, Carlos	Author			Harper Perennial (1998), Edition: First Trade Paperback, 240 pages	1998					Magical Passes: The Practical Wisdom of the Shamans of Ancient Mexico by Carlos Castaneda (1998)	Paperback	9.25 inches	0.6 pounds	9.25 inches	0.6 inches	6.125 inches	9.25 x 6.125 x 0.6 inches	240 								Your library	English	English	BF1622.M6 C37	[0060928824]	0060928824, 9780060928827	Castaneda, Carlos, 1931-1998|Exercise > Religious aspects|Indians of Mexico > Religion|Juan, Don, 1891-|Mexico > Religion|Shamanism > Mexico|Tensegrity	299.792	By Region > By Region/Civilization > Mexico, Central America, and the Caribbean > Of North American Origin > Other Religions > Religions		1	amazon.com books	[2021-07-30]			207679				
203704318	Black Elk Speaks: The Complete Edition	1	Neihardt, John G.	Author			BISON BOOKS (2014), Edition: Complete ed., 424 pages	2014					Black Elk Speaks: The Complete Edition by John G. Neihardt (2014)	Paperback	8.9 inches	1.45 pounds	8.9 inches	1.2 inches	6 inches	8.9 x 6 x 1.2 inches									Your library	English, French	English	E99.O3 B49	[0803283911]	0803283911, 9780803283916	Black Elk, 1863-1950|Indians of North America > Great Plains > Biography|Indians of North America > Great Plains > Religion and mythology|Oglala Indians|Oglala Indians > Biography|Oglala Indians > Religion|Oglala Indians > Religion and mythology|Teton Indians	978.0049752440092	Dakota, Lakota, And Nakota > Ethnic And National Groups > Great Plains Tribes > History and Geography > North America > Western U.S.		1	amazon.com books	[2021-07-30]			3251626				
203704336	The Gift: Imagination and the Erotic Life of Property	5	Hyde, Lewis	Author			Vintage (1983), Edition: 1st Vintage Books ed, 352 pages	1983					The Gift: Imagination and the Erotic Life of Property by Lewis Hyde (1983)	Paperback	8.25 inches	0.5 pounds	8.25 inches	0.98 inches	5.5 inches	8.25 x 5.5 x 0.98 inches	352 								Your library	English	English	GN449 .H93	[0394715195]	0394715195, 9780394715193	Art and society|Creation (Literary, artistic, etc.)|Creation (literary, artistic, etc.)|Economic anthropology|Gifts	306.3	Culture and Institutions > Economic institutions > Social Sciences > Social sciences		1	amazon.com books	[2021-07-30]			258760				
203704338	The Monk and the Riddle: The Art of Creating a Life While Making a Living	5	Komisar, Randy	Author			Harvard Business Review Press (2001), Edition: First Printing, 208 pages	2001					The Monk and the Riddle: The Art of Creating a Life While Making a Living by Randy Komisar (2001)	Paperback	8.35 inches	0.60186197526 pounds	8.35 inches	0.56 inches	5.48 inches	8.35 x 5.48 x 0.56 inches	208 								Your library	English	English	HC102.K66 A3	[9781578516445]	9781578516445, 1578516447	Businesspeople > United States > Biography|Entrepreneurship > United States > Biography	650	Business > Management and auxiliary services > Technology and Application of Knowledge		1	amazon.com books	[2021-07-30]			27248				
203704340	The Boy from Tomorrow	5	Fischer, Mr Meade	Author			CreateSpace Independent Publishing Platform (2014), Edition: 1st, 200 pages	2014		5			The Boy from Tomorrow by Mr Meade Fischer (2014)	Paperback	8.5 inches	241 pounds	8.5 inches	0.46 inches	5.5 inches	8.5 x 5.5 x 0.46 inches									Your library	English	English		[1502889013]	1502889013, 9781502889010					1	amazon.com books	[2021-07-30]			26862790				
203704344	Why Do Clocks Run Clockwise? And Other Imponderables	1	Feldman, David	Author			Perennial Library / Harper & Row (1988), Edition: Reprint, 251 pages	1988		5			Why Do Clocks Run Clockwise? And Other Imponderables by David Feldman (1988)	Paperback		0.5 pounds	7.9 inches	0.7 inches	5.3 inches	7.9 x 5.3 x 0.7 inches	251 								Your library	English	English	AG195 .F46	[0060915153]	0060915153, 9780060915155	Questions and answers|Reference Books|Reference books	031.02	American > Dictionaries and Encyclopedias > Information > Miscellanies and Factbooks		1	amazon.com books	[2021-07-30]			31096				
203704348	Why Smart People Do Dumb Things: The Greatest Business Blunders - How They Happened, and How They Could Have Been Prevented	1	Feinberg, Mortimer	Author			Fireside (1995), 284 pages	1995		4			Why Smart People Do Dumb Things: The Greatest Business Blunders - How They Happened, and How They Could Have Been Prevented by Mortimer Feinberg (1995)	Paperback	8.44 inches	0.6724098991 pounds	8.4375 inches	1.1 inches	5.5 inches	8.4375 x 5.5 x 1.1 inches									Your library	English	English	BF448	[9780671892586]	9780671892586, 0671892584		153.46	Cognition And Memory > Judgment > Philosophy and Psychology > Psychology > Thought, thinking, reasoning, intuition, value, judgment		1	amazon.com books	[2021-07-30]			13257755				
203704349	The Miracle Mineral Supplement of the 21st Century	5	Humble, Jim	Author			Jim V. Humble (2008), Edition: 2nd, 256 pages	2007		3			The Miracle Mineral Supplement of the 21st Century by Jim Humble (2007)	Paperback															Your library	English	English	QD165.H86	[0979288444]	0979288444, 9780979288449		613	Medicine and health > Personal health and safety > Technology and Application of Knowledge		1	amazon.com books	[2021-07-30]			5730611				
203704351	Freakonomics (Revised Edition)	1	Levitt, Steven D	Author			William Morrow (2006), Edition: Revised, 336 pages	2006		5			Freakonomics (Revised Edition) by Steven D Levitt (2006)	Hardcover	9.31 x 1.13 inches	1.24 pounds	1.13 inches	6.45 inches	9.31 inches	1.13 x 9.31 x 6.45 inches	320 								Your library	English	English	HB74.P8 L479	[0061234001]	0061234001, 9780061234002	Economics > Psychological aspects|Economics > Social aspects|Economics > Sociological aspects|Economics > sociological aspects	330	Economics > Economics > Social sciences		1	amazon.com books	[2021-07-30]			675				
203704352	Mad Science: Einstein's Fridge, Dewar's Flask, Mach's Speed, and 362 Other Inventions and Discoveries that Made Our World	1	Alfred, Randy	Editor			Little, Brown and Company (2012), Edition: Illustrated, 400 pages	2012		3			Mad Science: Einstein's Fridge, Dewar's Flask, Mach's Speed, and 362 Other Inventions and Discoveries that Made Our World by Randy Alfred (2012)	Hardcover	8.5 inches	1.0802650838 pounds	8.5 inches	1.25 inches	5.75 inches	8.5 x 5.75 x 1.25 inches									Your library	English	English	Q173 .M18	[0316208191]	0316208191, 9780316208192		500	General Science > General Science > Natural sciences and mathematics		1	amazon.com books	[2021-07-30]			13107536				
203704355	Nickel and Dimed: On (Not) Getting By in America	1	Ehrenreich, Barbara	Author			Holt Paperbacks (2002), 240 pages	2002		4			Nickel and Dimed: On (Not) Getting By in America by Barbara Ehrenreich (2002)	Paperback	7.78 inches	0.5 pounds	7.78 inches	0.69 inches	5.92 inches	7.78 x 5.92 x 0.69 inches	240 								Your library	English	English	HD4918	[9780805063899]	9780805063899, 0805063897	7.150|Armoede|Minimum wage > United States|Ongeschoolde arbeid|Ouvriers non qualifiâes > âEtats-Unis|Pauvretâe > âEtats-Unis|Poverty > United States|Salaires minimums > âEtats-Unis|Sociale situatie|Unskilled labor > United States|Working poor > United States	305.569092	Class > Groups of people > History, geographic treatment, biography > Lower, alienated, excluded classes > Poor people > Social Sciences > Social sciences		1	amazon.com books	[2021-07-30]			15967				
